"no","generasi","pertanyaan","pertanyaan_ner","lapis_terjemahan","sql_asli_1baris","sql_dipakai_1baris","error"
"138","v3","merekap jumlah dan nama sarana distribusi dan pelayanan yang Tidak pernah diperiksa dalam kurun waktu 1 tahun terakhir","merekap jumlah dan nama sarana distribusi dan pelayanan yang Tidak pernah diperiksa dalam kurun waktu 1 tahun terakhir","-","SELECT DISTINCT nama_sarana, komoditi, tanggal_mulai FROM public.mv_pemeriksaan mp WHERE (lower(sarana) LIKE '%distribusi%' OR lower(sarana) LIKE '%pelayanan%') AND mp.nama_sarana NOT IN ( SELECT nama_sarana FROM public.mv_pemeriksaan WHERE tanggal_mulai >= NOW() - INTERVAL '1 year' AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') ) ORDER BY nama_sarana;","SELECT DISTINCT nama_sarana, komoditi, tanggal_mulai FROM public.mv_pemeriksaan mp WHERE (lower(sarana) LIKE '%distribusi%' OR lower(sarana) LIKE '%pelayanan%') AND mp.nama_sarana NOT IN ( SELECT nama_sarana FROM public.mv_pemeriksaan WHERE tanggal_mulai >= NOW() - INTERVAL '1 year' AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') ) ORDER BY nama_sarana;",""
"139","v3","Riwayat kepatuhan CPOB dari Soho Industri Pharmasi dalam periode 2 tahun pengawasan","Riwayat kepatuhan CPOB dari <COMPANY NAME> dalam periode 2 tahun pengawasan","-","select mp.tanggal_mulai, nama_sarana, kabupaten_kota, mp.tingkat_pemenuhan_cpob from mv_pemeriksaan mp where mp.tingkat_pemenuhan_cpob is not null and status in ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') and lower(nama_sarana) like '%soho industri%' order by 1, 2, 3","select mp.tanggal_mulai, nama_sarana, kabupaten_kota, mp.tingkat_pemenuhan_cpob from mv_pemeriksaan mp where mp.tingkat_pemenuhan_cpob is not null and status in ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') and lower(nama_sarana) like '%soho industri%' order by 1, 2, 3",""
"140","v3","Sarana BUPN Apa saja yang pernah diperiksa?","Sarana <FACILITY TYPE> Apa saja yang pernah diperiksa?","-","select distinct(nama_sarana), sarana, klasifikasi_sarana, klasifikasi_distribusi from mv_pemeriksaan mp where mp.klasifikasi_distribusi = 'BADAN USAHA/USAHA PERORANGAN PEMILIK NOTIFIKASI KOSMETIK'","select distinct(nama_sarana), sarana, klasifikasi_sarana, klasifikasi_distribusi from mv_pemeriksaan mp where mp.klasifikasi_distribusi = 'BADAN USAHA/USAHA PERORANGAN PEMILIK NOTIFIKASI KOSMETIK'",""
"141","v3","sarana distribusi apa saja yang pernah memiliki riwayat memenuhi ketentuan berdasarkan tahun temuannya?","sarana distribusi apa saja yang pernah memiliki riwayat memenuhi ketentuan berdasarkan tahun temuannya?","-","SELECT nama_sarana, sarana, EXTRACT(YEAR FROM tanggal_mulai) AS tahun_temuan FROM mv_pemeriksaan WHERE lower(sarana) = 'distribusi' AND kesimpulan = 'MK' AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') ORDER BY 1, 2;","SELECT nama_sarana, sarana, EXTRACT(YEAR FROM tanggal_mulai) AS tahun_temuan FROM mv_pemeriksaan WHERE lower(sarana) = 'distribusi' AND kesimpulan = 'MK' AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') ORDER BY 1, 2;",""
"142","v3","sarana distribusi apa saja yang pernah memiliki riwayat tidak memenuhi ketentuan berdasarkan tahun temuannya?","sarana distribusi apa saja yang pernah memiliki riwayat tidak memenuhi ketentuan berdasarkan tahun temuannya?","-","SELECT nama_sarana, sarana, EXTRACT(YEAR FROM tanggal_mulai) AS tahun_temuan FROM mv_pemeriksaan WHERE lower(sarana) = 'distribusi' AND kesimpulan = 'TMK' AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') ORDER BY 1, 2;","SELECT nama_sarana, sarana, EXTRACT(YEAR FROM tanggal_mulai) AS tahun_temuan FROM mv_pemeriksaan WHERE lower(sarana) = 'distribusi' AND kesimpulan = 'TMK' AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') ORDER BY 1, 2;",""
"143","v3","sarana distribusi kosmetik apa saja yang pernah diperiksa oleh badan pom setiap tahun dari tahun 2020 hingga 2024?","<FACILITY TYPE> apa saja yang pernah diperiksa oleh badan pom setiap tahun dari tahun <YEAR> hingga <YEAR>?","-","SELECT nama_sarana, EXTRACT(YEAR FROM tanggal_mulai) AS tahun FROM mv_pemeriksaan WHERE lower(sarana) = 'distribusi' AND LOWER(komoditi) LIKE '%kosmetik%' AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') ORDER BY 2;","SELECT nama_sarana, EXTRACT(YEAR FROM tanggal_mulai) AS tahun FROM mv_pemeriksaan WHERE lower(sarana) = 'distribusi' AND LOWER(komoditi) LIKE '%kosmetik%' AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') ORDER BY 2;",""
"144","v3","sarana distribusi kosmetik apa saja yang pernah diperiksa oleh badan pom?","<FACILITY TYPE> apa saja yang pernah diperiksa oleh <CLASSIFICATION>?","-","SELECT DISTINCT (nama_sarana) FROM mv_pemeriksaan WHERE lower(sarana) = 'distribusi' AND LOWER(komoditi) LIKE '%kosmetik%' AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED');","SELECT DISTINCT (nama_sarana) FROM mv_pemeriksaan WHERE lower(sarana) = 'distribusi' AND LOWER(komoditi) LIKE '%kosmetik%' AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED');",""
"145","v3","Sarana Importir apa saja yang pernah diperiksa?","<FACILITY TYPE> apa saja yang pernah diperiksa?","-","select distinct(nama_sarana), klasifikasi_distribusi from mv_pemeriksaan mp where lower(mp.klasifikasi_distribusi) like '%importir%'","select distinct(nama_sarana), klasifikasi_distribusi from mv_pemeriksaan mp where lower(mp.klasifikasi_distribusi) like '%importir%'",""
"146","v3","sarana obat tradisional; suplemen kesehatan; obat kuasi apa saja yang memiliki riwayat pemeriksaan tidak memenuhi ketentuan dalam periode tahun 2025?","sarana obat tradisional; suplemen kesehatan; obat kuasi apa saja yang memiliki riwayat pemeriksaan tidak memenuhi ketentuan dalam periode tahun <YEAR>?","-","SELECT DISTINCT mp.nama_sarana, mp.sarana, mp.komoditi FROM public.mv_pemeriksaan mp LEFT OUTER JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND (lower(komoditi) LIKE '%obat%' OR lower(komoditi) LIKE '%obat tradisional%' OR lower(komoditi) LIKE '%suplemen kesehatan%') AND lower(kesimpulan) = 'tmk';","SELECT DISTINCT mp.nama_sarana, mp.sarana, mp.komoditi FROM public.mv_pemeriksaan mp LEFT OUTER JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND (lower(komoditi) LIKE '%obat%' OR lower(komoditi) LIKE '%obat tradisional%' OR lower(komoditi) LIKE '%suplemen kesehatan%') AND lower(kesimpulan) = 'tmk';",""
"147","v3","sarana obat tradisional; suplemen kesehatan; obat kuasi apa saja yang pernah memproduksi dan mengedarkan obat tradisional; suplemen kesehatan; obat kuasi tie dalam periode tahun 2025?","sarana <COMMODITY NAME>; <COMMODITY NAME>; <COMMODITY NAME> apa saja yang pernah memproduksi dan mengedarkan <COMMODITY NAME>; <COMMODITY NAME>; <COMMODITY NAME> tie dalam periode tahun <YEAR>?","-","SELECT mp.nama_sarana, mpt.product_name, mp.sarana, mp.komoditi, mpt.tp_kategori FROM public.mv_pemeriksaan mp LEFT OUTER JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND (lower(komoditi) LIKE '%obat%' OR lower(komoditi) LIKE '%obat tradisional%' OR lower(komoditi) LIKE '%suplemen kesehatan%') AND lower(tp_kategori) LIKE '%tie%';","SELECT mp.nama_sarana, mpt.product_name, mp.sarana, mp.komoditi, mpt.tp_kategori FROM public.mv_pemeriksaan mp LEFT OUTER JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND (lower(komoditi) LIKE '%obat%' OR lower(komoditi) LIKE '%obat tradisional%' OR lower(komoditi) LIKE '%suplemen kesehatan%') AND lower(tp_kategori) LIKE '%tie%';",""
"148","v3","sarana obat tradisional; suplemen kesehatan; obat kuasi apa saja yang Tidak dilakukan pemeriksaan dalam periode 2 tahun terakhir?","<FACILITY TYPE>; <CLASSIFICATION>; <CLASSIFICATION> apa saja yang Tidak dilakukan pemeriksaan dalam periode 2 tahun terakhir?","-","SELECT DISTINCT nama_sarana, komoditi, tanggal_mulai FROM public.mv_pemeriksaan mp WHERE (lower(komoditi) LIKE '%obat tradisional%' OR lower(komoditi) LIKE '%suplemen kesehatan%' OR lower(komoditi) LIKE '%obat kuasi%') AND mp.nama_sarana NOT IN ( SELECT nama_sarana FROM public.mv_pemeriksaan WHERE tanggal_mulai >= NOW() - INTERVAL '2 year' AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') ) ORDER BY nama_sarana;","SELECT DISTINCT nama_sarana, komoditi, tanggal_mulai FROM public.mv_pemeriksaan mp WHERE (lower(komoditi) LIKE '%obat tradisional%' OR lower(komoditi) LIKE '%suplemen kesehatan%' OR lower(komoditi) LIKE '%obat kuasi%') AND mp.nama_sarana NOT IN ( SELECT nama_sarana FROM public.mv_pemeriksaan WHERE tanggal_mulai >= NOW() - INTERVAL '2 year' AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') ) ORDER BY nama_sarana;",""
"149","v3","sarana obat tradisional; suplemen kesehatan; obat kuasi apa saja yang tutup dalam periode tahun 2025?","sarana obat tradisional; suplemen kesehatan; obat kuasi apa saja yang tutup dalam periode tahun <YEAR>?","-","SELECT nama_sarana, kesimpulan FROM public.mv_pemeriksaan mp WHERE mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') AND (lower(komoditi) LIKE '%obat%' OR lower(komoditi) LIKE '%obat tradisional%' OR lower(komoditi) LIKE '%suplemen kesehatan%') AND lower(kesimpulan) = 'ttp' AND EXTRACT(YEAR FROM tanggal_mulai) = 2025;","SELECT nama_sarana, kesimpulan FROM public.mv_pemeriksaan mp WHERE mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') AND (lower(komoditi) LIKE '%obat%' OR lower(komoditi) LIKE '%obat tradisional%' OR lower(komoditi) LIKE '%suplemen kesehatan%') AND lower(kesimpulan) = 'ttp' AND EXTRACT(YEAR FROM tanggal_mulai) = 2025;",""
"150","v3","sarana produksi kosmetik apa saja yang memiliki riwayat pemeriksaan tidak memenuhi ketentuan dalam periode tahun 2025?","sarana produksi kosmetik apa saja yang memiliki riwayat pemeriksaan tidak memenuhi ketentuan dalam periode tahun <YEAR>?","-","SELECT mp.sarana, mp.nama_sarana, mp.tanggal_mulai, mp.kesimpulan FROM public.mv_pemeriksaan mp WHERE EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND lower(komoditi) like '%kosmetik%' AND lower(sarana) like '%produksi%' AND lower(kesimpulan) = 'tmk' AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED');","SELECT mp.sarana, mp.nama_sarana, mp.tanggal_mulai, mp.kesimpulan FROM public.mv_pemeriksaan mp WHERE EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND lower(komoditi) like '%kosmetik%' AND lower(sarana) like '%produksi%' AND lower(kesimpulan) = 'tmk' AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED');",""
"151","v3","sarana produksi kosmetik apa saja yang pernah memproduksi dan mengedarkan kosmetik tie dalam periode tahun 2025?","sarana produksi kosmetik apa saja yang pernah memproduksi dan mengedarkan <PRODUCT NAME> dalam periode tahun <YEAR>?","-","SELECT mp.sarana, mp.nama_sarana, mp.tanggal_mulai, mpkt.tp_kategori FROM public.mv_pemeriksaan mp LEFT JOIN public.mv_pemeriksaan_kategori_temuan mpkt ON mp.id = mpkt.id_pemeriksaan WHERE EXTRACT(YEAR FROM mp.tanggal_mulai) = 2025 AND lower(mp.komoditi) LIKE '%kosmetik%' AND lower(mp.sarana) LIKE '%produksi%' AND lower(mpkt.tp_kategori) LIKE '%tie%' AND mp.status IN ('VERIFY4', 'VERIFY5', 'VERIFY6', 'VERIFY7', 'FINISHED');","SELECT mp.sarana, mp.nama_sarana, mp.tanggal_mulai, mpkt.tp_kategori FROM public.mv_pemeriksaan mp LEFT JOIN public.mv_pemeriksaan_kategori_temuan mpkt ON mp.id = mpkt.id_pemeriksaan WHERE EXTRACT(YEAR FROM mp.tanggal_mulai) = 2025 AND lower(mp.komoditi) LIKE '%kosmetik%' AND lower(mp.sarana) LIKE '%produksi%' AND lower(mpkt.tp_kategori) LIKE '%tie%' AND mp.status IN ('VERIFY4', 'VERIFY5', 'VERIFY6', 'VERIFY7', 'FINISHED');",""
"152","v3","sarana produksi kosmetik apa saja yang Tidak dilakukan pemeriksaan dalam periode 2 tahun terakhir?","sarana produksi kosmetik apa saja yang Tidak dilakukan pemeriksaan dalam periode <YEAR>?","-","SELECT nama_sarana, MAX(tanggal_mulai) AS terakhir_diperiksa FROM mv_pemeriksaan WHERE komoditi ILIKE '%kosmetik%' AND sarana ILIKE 'produksi' GROUP BY nama_sarana HAVING COALESCE(MAX(tanggal_mulai), DATE '-infinity') < (CURRENT_DATE - INTERVAL '2 years') ORDER BY terakhir_diperiksa NULLS FIRST, nama_sarana;","SELECT nama_sarana, MAX(tanggal_mulai) AS terakhir_diperiksa FROM mv_pemeriksaan WHERE komoditi ILIKE '%kosmetik%' AND sarana ILIKE 'produksi' GROUP BY nama_sarana HAVING COALESCE(MAX(tanggal_mulai), DATE '-infinity') < (CURRENT_DATE - INTERVAL '2 years') ORDER BY terakhir_diperiksa NULLS FIRST, nama_sarana;",""
"153","v3","sarana produksi kosmetik apa saja yang tutup dalam periode tahun 2025?","sarana produksi kosmetik apa saja yang tutup dalam periode tahun <YEAR>?","-","SELECT nama_sarana, tanggal_mulai, kesimpulan FROM public.mv_pemeriksaan WHERE LOWER(sarana) LIKE '%produksi%' AND LOWER(komoditi) LIKE '%kosmetik%' AND kesimpulan = 'TTP' AND EXTRACT(YEAR FROM tanggal_mulai) = 2025;","SELECT nama_sarana, tanggal_mulai, kesimpulan FROM public.mv_pemeriksaan WHERE LOWER(sarana) LIKE '%produksi%' AND LOWER(komoditi) LIKE '%kosmetik%' AND kesimpulan = 'TTP' AND EXTRACT(YEAR FROM tanggal_mulai) = 2025;",""
"154","v3","sarana produksi md apa yang paling sering memiliki riwayat tmk?","<FACILITY TYPE> md apa yang paling sering memiliki riwayat tmk?","-","SELECT nama_sarana, jenis_sarana, mpt.tp_kategori, count(*) FROM public.mv_pemeriksaan mp JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE lower(jenis_sarana) LIKE '%pangan md%' AND mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2, 3 ORDER BY 4 DESC LIMIT 10;","SELECT nama_sarana, jenis_sarana, mpt.tp_kategori, count(*) FROM public.mv_pemeriksaan mp JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE lower(jenis_sarana) LIKE '%pangan md%' AND mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2, 3 ORDER BY 4 DESC LIMIT 10;",""
"155","v3","sebutkan sarana distribusi yang tutup tahun 2025?","sebutkan sarana distribusi yang tutup tahun <YEAR>?","-","SELECT nama_sarana, tanggal_mulai FROM public.mv_pemeriksaan WHERE sarana = 'DISTRIBUSI' AND kesimpulan = 'TTP' AND EXTRACT(YEAR FROM tanggal_mulai) = 2025;","SELECT nama_sarana, tanggal_mulai FROM public.mv_pemeriksaan WHERE sarana = 'DISTRIBUSI' AND kesimpulan = 'TTP' AND EXTRACT(YEAR FROM tanggal_mulai) = 2025;",""
"156","v3","sebutkan sarana distribusi yang tutup tahun 2025?","sebutkan sarana distribusi yang tutup tahun <YEAR>?","-","SELECT nama_sarana, tanggal_mulai, kesimpulan FROM mv_pemeriksaan WHERE LOWER(sarana) = 'distribusi' AND LOWER(kesimpulan) = 'ttp' AND EXTRACT(YEAR FROM tanggal_mulai) = 2025;","SELECT nama_sarana, tanggal_mulai, kesimpulan FROM mv_pemeriksaan WHERE LOWER(sarana) = 'distribusi' AND LOWER(kesimpulan) = 'ttp' AND EXTRACT(YEAR FROM tanggal_mulai) = 2025;",""
"157","v3","tampilkan aspek temuan yang berulang dari tahun ke tahun pada sarana dengan nama siloam.","tampilkan aspek temuan yang berulang dari tahun ke tahun pada sarana dengan nama <COMPANY NAME>.","-","SELECT mp.nama_sarana, mp.sarana, mpt.tp_kategori, EXTRACT(YEAR FROM tanggal_mulai) AS tahun, count(*) FROM public.mv_pemeriksaan mp JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE lower(nama_sarana) LIKE '%siloam%' GROUP BY 1, 2, 3, 4;","SELECT mp.nama_sarana, mp.sarana, mpt.tp_kategori, EXTRACT(YEAR FROM tanggal_mulai) AS tahun, count(*) FROM public.mv_pemeriksaan mp JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE lower(nama_sarana) LIKE '%siloam%' GROUP BY 1, 2, 3, 4;",""
"158","v3","tampilkan daftar sarana dengan hasil tmk berulang lebih dari sekali pada kurun 5 tahun terakhir hingga saat ini pada wilayah kerja balai pom di tangerang","tampilkan daftar <FACILITY TYPE> dengan hasil tmk berulang lebih dari sekali pada kurun 5 tahun terakhir hingga saat ini pada wilayah kerja balai pom di <REGENCY NAME>","-","SELECT EXTRACT(YEAR FROM tanggal_mulai) AS tahun, mp.nama_sarana, mp.sarana, kabupaten_kota, mpt.tp_kategori, count(*) FROM public.mv_pemeriksaan mp JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE lower(mp.kabupaten_kota) LIKE '%tangerang%' AND mp.tanggal_mulai >= (CURRENT_DATE - INTERVAL '5 years') GROUP BY 1, 2, 3, 4, 5 HAVING COUNT(*) > 1 ORDER BY 1, 2, 3, 4, 5;","SELECT EXTRACT(YEAR FROM tanggal_mulai) AS tahun, mp.nama_sarana, mp.sarana, kabupaten_kota, mpt.tp_kategori, count(*) FROM public.mv_pemeriksaan mp JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE lower(mp.kabupaten_kota) LIKE '%tangerang%' AND mp.tanggal_mulai >= (CURRENT_DATE - INTERVAL '5 years') GROUP BY 1, 2, 3, 4, 5 HAVING COUNT(*) > 1 ORDER BY 1, 2, 3, 4, 5;",""
"159","v3","tampilkan data jumlah pemeriksaan sarana peredaran oleh adiyati pada tahun 2025","tampilkan data jumlah pemeriksaan sarana peredaran oleh adiyati pada tahun <YEAR>","-","SELECT T2.petugas, sarana, COUNT(T1.id) FROM public.mv_pemeriksaan AS T1 INNER JOIN public.mv_pemeriksaan_petugas AS T2 ON T1.id = T2.id_pemeriksaan WHERE LOWER(T1.sarana) like '%distribusi%' AND lower(T2.petugas) LIKE '%adiyati%' AND EXTRACT(YEAR FROM T1.tanggal_mulai) = 2025 GROUP BY 1, 2;","SELECT T2.petugas, sarana, COUNT(T1.id) FROM public.mv_pemeriksaan AS T1 INNER JOIN public.mv_pemeriksaan_petugas AS T2 ON T1.id = T2.id_pemeriksaan WHERE LOWER(T1.sarana) like '%distribusi%' AND lower(T2.petugas) LIKE '%adiyati%' AND EXTRACT(YEAR FROM T1.tanggal_mulai) = 2025 GROUP BY 1, 2;",""
"160","v3","tampilkan data profil jenis sarana yang sudah dilakukan pemeriksaan dari tahun 2025","tampilkan data profil jenis sarana yang sudah dilakukan pemeriksaan dari tahun <YEAR>","-","SELECT mp.jenis_sarana, mp.kesimpulan, mpt.tp_kategori, count(*) FROM public.mv_pemeriksaan mp LEFT OUTER JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2, 3;","SELECT mp.jenis_sarana, mp.kesimpulan, mpt.tp_kategori, count(*) FROM public.mv_pemeriksaan mp LEFT OUTER JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2, 3;",""
"161","v3","Tampilkan data realisasi inspeksi pada tahun 2025 yang dilaksanakan oleh pusat maupun UPT secara mandiri","Tampilkan data realisasi inspeksi pada tahun <YEAR> yang dilaksanakan oleh pusat maupun UPT secara mandiri","-","select mp.nama_upt, sarana, mp.komoditi, count(*) from mv_pemeriksaan mp where extract(year from mp.tanggal_mulai) = 2025 group by 1, 2, 3 order by 1, 3, 3","select mp.nama_upt, sarana, mp.komoditi, count(*) from mv_pemeriksaan mp where extract(year from mp.tanggal_mulai) = 2025 group by 1, 2, 3 order by 1, 3, 3",""
"162","v3","Tampilkan hasil tingkat kekritisan berdasarkan klasifikasi dan tujuan pemeriksaan","Tampilkan hasil <CLASSIFICATION> berdasarkan klasifikasi dan <PURPOSE TYPE>","-","select mkp.klasifikasi, mkp.tujuan, mkp.tx_criteria, count(*) from mv_kriteria_pemeriksaan mkp group by 1, 2, 3 order by 1, 2, 3","select mkp.klasifikasi, mkp.tujuan, mkp.tx_criteria, count(*) from mv_kriteria_pemeriksaan mkp group by 1, 2, 3 order by 1, 2, 3",""
"163","v3","tampilkan jenis sarana yang paling banyak diperiksa pada tahun 2025.","tampilkan jenis sarana yang paling banyak diperiksa pada tahun <YEAR>.","-","SELECT sarana, jenis_sarana, count(*) FROM public.mv_pemeriksaan WHERE EXTRACT(YEAR FROM tanggal_mulai) = 2025 GROUP BY 1, 2 ORDER BY 3 DESC;","SELECT sarana, jenis_sarana, count(*) FROM public.mv_pemeriksaan WHERE EXTRACT(YEAR FROM tanggal_mulai) = 2025 GROUP BY 1, 2 ORDER BY 3 DESC;",""
"164","v3","tampilkan jumlah dan nama sarana distribusi dan pelayanan yang mk/tmk masing-masing upt pada tahun 2025.","tampilkan jumlah dan nama <FACILITY TYPE> yang mk/tmk masing-masing upt pada tahun <YEAR>.","-","SELECT nama_sarana, sarana, kesimpulan, count(*) FROM public.mv_pemeriksaan mp JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE (lower(sarana) LIKE '%distribusi%' OR lower(sarana) LIKE '%pelayanan%') AND EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2, 3;","SELECT nama_sarana, sarana, kesimpulan, count(*) FROM public.mv_pemeriksaan mp JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE (lower(sarana) LIKE '%distribusi%' OR lower(sarana) LIKE '%pelayanan%') AND EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2, 3;",""
"165","v3","tampilkan jumlah inspeksi rutin kategori mk dan tmk per periode 2025","tampilkan jumlah inspeksi rutin kategori <CLASSIFICATION> dan <CLASSIFICATION> per periode <YEAR>","-","SELECT tujuan_pemeriksaan, mp.kesimpulan, count(*) FROM public.mv_pemeriksaan mp WHERE lower(tujuan_pemeriksaan) LIKE '%rutin%' AND mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') AND EXTRACT(YEAR FROM mp.tanggal_mulai) = 2025 GROUP BY 1, 2;","SELECT tujuan_pemeriksaan, mp.kesimpulan, count(*) FROM public.mv_pemeriksaan mp WHERE lower(tujuan_pemeriksaan) LIKE '%rutin%' AND mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') AND EXTRACT(YEAR FROM mp.tanggal_mulai) = 2025 GROUP BY 1, 2;",""
"166","v3","tampilkan jumlah nilai temuan produk sarana distribusi pada tahun 2025 dalam rupiah?","tampilkan jumlah nilai temuan produk <PRODUCT NAME> pada tahun <YEAR> dalam rupiah?","-","SELECT mp.sarana, mp.komoditi, mpt.tp_kategori, sum(mpt.tp_harga_total) FROM public.mv_pemeriksaan mp JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND lower(sarana) like '%distribusi%' AND mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2, 3;","SELECT mp.sarana, mp.komoditi, mpt.tp_kategori, sum(mpt.tp_harga_total) FROM public.mv_pemeriksaan mp JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND lower(sarana) like '%distribusi%' AND mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2, 3;",""
